segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
144,0,1,CADC0872,1,205,207,7.77E-06,7.22E-10,2.69E-05,-1.411775928,-0.1126041011,1,1,1,53,67,9.39E-13,8.67E-13,287,207,3.52E-12,3.49E-12
145,0,1,CADC0872,1,212,213,6.16E-06,5.41E-10,2.33E-05,-1.101374077,-0.3453268378,1,1,1,55,71,6.59E-13,7.17E-13,266,213,2.55E-12,2.54E-12
146,1,1,CADC0872,1,196,197,1.92E-07,1.89E-10,1.38E-05,-0.6539800984,-0.4800756927,2,2,1,1,5,5.77E-12,1.14E-11,232,197,9.66E-13,9.61E-13
147,0,0,CADC0872,1,217,218,-2.57E-07,2.86E-10,1.69E-05,-1.433101407,-0.04008918256,1,1,1,67,78,4.98E-13,8.40E-13,279,218,1.32E-12,1.31E-12
148,1,0,CADC0872,1,191,193,-4.56E-06,8.93E-11,9.45E-06,-1.08647551,-0.08021382117,1,1,1,20,23,8.51E-13,1.71E-12,229,193,4.68E-13,4.63E-13
149,0,1,CADC0872,1,203,204,1.52E-06,1.28E-10,1.13E-05,-1.472738423,-0.06189774041,1,1,1,58,66,4.02E-13,7.72E-13,225,204,6.30E-13,6.27E-13
150,1,1,CADC0872,1,216,217,2.27E-06,1.36E-10,1.17E-05,-1.489060377,0.001947959349,2,1,1,26,51,6.69E-13,1.33E-12,254,217,6.31E-13,6.28E-13
151,1,1,CADC0872,1,211,212,3.16E-06,1.16E-10,1.08E-05,-1.378301947,-0.04453658805,2,1,1,2,18,1.83E-12,3.61E-12,245,212,5.49E-13,5.46E-13
152,0,1,CADC0872,1,191,192,-2.88E-06,1.00E-10,1.00E-05,-1.249816704,-0.1570674954,1,1,1,56,63,3.63E-13,7.52E-13,227,192,5.26E-13,5.23E-13
153,0,1,CADC0872,1,219,220,-1.78E-07,3.23E-10,1.80E-05,-1.472423263,0.03726018481,1,1,1,64,72,5.75E-13,8.97E-13,269,220,1.48E-12,1.47E-12
154,0,1,CADC0872,1,204,205,3.08E-06,3.56E-10,1.89E-05,-1.381150541,-0.1238730113,1,1,1,65,69,6.31E-13,9.45E-13,272,205,1.74E-12,1.74E-12
155,0,0,CADC0872,1,208,209,5.34E-06,5.39E-10,2.32E-05,-1.377700801,-0.05889430116,1,1,1,69,71,7.64E-13,8.10E-13,274,209,2.59E-12,2.58E-12
156,0,1,CADC0872,1,199,199,4.41E-07,7.19E-10,2.68E-05,-1.444064317,-0.04606163373,1,1,1,52,74,1.08E-12,1.11E-12,239,199,3.62E-12,3.62E-12
157,0,1,CADC0872,1,216,217,-3.90E-06,7.79E-10,2.79E-05,-1.495204826,0.01829866834,1,1,1,66,73,1.09E-12,1.22E-12,216,217,3.61E-12,3.59E-12
158,0,1,CADC0872,1,205,206,-7.28E-06,5.21E-10,2.28E-05,-1.405453854,-0.05401079577,1,1,1,56,65,8.32E-13,9.90E-13,205,206,2.54E-12,2.53E-12
159,0,1,CADC0872,1,233,234,3.81E-06,8.76E-10,2.96E-05,-1.434099567,-0.07159581901,1,1,1,63,74,1.07E-12,1.14E-12,233,234,3.76E-12,3.75E-12
160,1,1,CADC0872,1,224,225,6.16E-07,5.51E-10,2.35E-05,-0.8025094897,-0.583326988,2,1,1,2,7,2.87E-12,5.39E-12,226,225,2.46E-12,2.45E-12
161,0,1,CADC0872,1,236,237,7.60E-06,6.12E-10,2.47E-05,-0.8997267205,-0.4660022739,1,1,1,74,81,6.46E-13,8.69E-13,236,237,2.59E-12,2.58E-12
162,1,1,CADC0872,1,256,257,3.05E-06,6.32E-10,2.51E-05,-1.23613607,-0.0865607206,1,1,1,1,5,2.52E-12,4.79E-12,256,257,2.47E-12,2.46E-12
163,1,1,CADC0872,1,209,210,-5.80E-06,2.28E-10,1.51E-05,-1.009402509,-0.2659266426,2,2,2,2,2,3.41E-11,9.97E-11,209,210,1.09E-12,1.09E-12
164,0,1,CADC0872,1,236,237,-2.99E-06,3.15E-10,1.77E-05,-1.458065316,0.004047994313,1,1,1,67,76,5.39E-13,8.42E-13,236,237,1.33E-12,1.33E-12
165,1,1,CADC0872,1,231,232,2.27E-06,4.61E-10,2.15E-05,-1.368997063,0.009416841402,2,2,1,1,7,3.41E-12,6.32E-12,231,232,2.00E-12,1.99E-12
166,1,1,CADC0872,1,231,232,6.45E-06,5.69E-10,2.38E-05,-1.468352044,-0.0362892736,1,1,1,5,12,1.77E-12,3.03E-12,231,232,2.46E-12,2.45E-12
167,0,0,CADC0872,1,219,220,-6.09E-07,6.25E-10,2.50E-05,-1.21907052,-0.2270634755,1,1,1,55,67,8.06E-13,8.68E-13,219,220,2.85E-12,2.84E-12
168,0,1,CADC0872,1,222,223,-7.39E-06,7.34E-10,2.71E-05,-1.474828415,-0.00035390823,1,1,1,57,75,9.81E-13,1.05E-12,222,223,3.31E-12,3.29E-12
169,0,1,CADC0872,1,264,265,-3.58E-06,9.17E-10,3.03E-05,-1.504733324,0.02748871932,1,1,1,79,90,9.44E-13,1.20E-12,264,265,3.47E-12,3.46E-12
170,1,1,CADC0872,1,220,221,-9.53E-06,2.85E-10,1.69E-05,-0.7054197609,-0.6717362688,3,2,1,3,16,2.83E-12,5.72E-12,246,221,1.29E-12,1.29E-12
171,0,1,CADC0872,1,312,313,5.13E-06,4.85E-10,2.20E-05,-1.355381467,-0.08642884131,1,1,1,98,105,4.46E-13,8.01E-13,408,313,1.55E-12,1.55E-12
172,0,1,CADC0872,1,253,255,-3.48E-06,1.75E-10,1.32E-05,-0.5598356107,-0.9846450846,1,1,1,80,86,3.00E-13,7.73E-13,351,255,6.93E-13,6.87E-13
173,0,1,CADC0872,1,289,290,6.45E-06,1.44E-10,1.20E-05,-0.6482444628,-0.6914390511,1,1,1,86,92,3.53E-13,8.70E-13,389,290,5.00E-13,4.98E-13
174,1,1,CADC0872,1,274,276,3.06E-06,1.23E-10,1.11E-05,-1.148423197,-0.2313200103,2,2,1,4,19,1.17E-12,2.39E-12,354,276,4.48E-13,4.45E-13
175,0,1,CADC0872,1,261,262,5.86E-06,8.69E-11,9.32E-06,-1.4744493,-0.01197671112,1,1,1,90,92,3.09E-13,7.56E-13,333,262,3.33E-13,3.32E-13
176,1,1,CADC0872,1,250,251,-2.95E-06,1.27E-10,1.13E-05,-0.5860973573,-0.5827093352,1,1,1,47,60,3.99E-13,8.81E-13,322,251,5.07E-13,5.05E-13
177,0,1,CADC0872,1,285,286,-1.03E-06,4.47E-10,2.11E-05,-1.441201516,0.02973785034,1,1,1,91,100,5.08E-13,9.08E-13,391,286,1.57E-12,1.56E-12
178,0,1,CADC0872,1,251,253,-1.02E-05,2.71E-10,1.64E-05,-1.458085779,-0.04754770012,1,1,1,75,90,4.82E-13,9.41E-13,347,253,1.08E-12,1.07E-12
179,1,1,CADC0872,1,271,272,-5.74E-06,5.42E-10,2.33E-05,-1.154320704,0.1881230609,2,2,2,1,3,2.15E-11,5.70E-11,363,272,2.00E-12,1.99E-12
180,0,1,CADC0872,1,312,314,-6.27E-06,6.57E-10,2.56E-05,-1.511172645,0.04238993009,1,1,1,87,105,5.44E-13,8.40E-13,426,314,2.10E-12,2.09E-12
181,0,1,CADC0872,1,275,276,-2.21E-05,2.59E-10,1.61E-05,-1.486383964,0.03148230573,1,1,1,87,93,4.26E-13,8.87E-13,381,276,9.41E-13,9.38E-13
182,1,0,CADC0872,1,436,438,1.19E-05,8.03E-10,2.83E-05,-0.7456957262,-0.7366122332,2,2,2,1,2,6.63E-12,1.32E-11,604,438,1.84E-12,1.83E-12
183,0,1,CADC0872,1,326,326,1.65E-05,5.10E-10,2.26E-05,-0.5887700711,-0.8030564378,1,1,1,89,101,4.10E-13,8.96E-13,388,326,1.57E-12,1.57E-12
184,1,0,CADC0872,1,336,337,2.39E-06,3.72E-10,1.93E-05,-1.271877986,-0.1562558011,2,2,2,1,4,3.02E-12,6.08E-12,336,337,1.11E-12,1.10E-12
185,0,1,CADC0872,1,328,329,6.43E-06,1.81E-10,1.35E-05,-0.6693012067,-0.5799301019,1,1,1,91,105,2.72E-13,6.07E-13,328,329,5.52E-13,5.50E-13
186,0,1,CADC0872,1,308,309,1.23E-05,4.00E-10,2.00E-05,-0.9893204216,-0.3639221841,1,1,1,89,105,4.23E-13,7.71E-13,308,309,1.30E-12,1.30E-12
187,0,1,CADC0872,1,309,310,7.71E-06,5.85E-10,2.42E-05,-1.488193913,-0.07321295662,1,1,1,86,103,5.21E-13,7.33E-13,309,310,1.89E-12,1.89E-12
188,1,1,CADC0872,1,306,307,7.21E-06,4.28E-10,2.07E-05,-1.10941169,-0.2124769989,1,1,1,2,1,1.87E-12,3.69E-12,306,307,1.40E-12,1.39E-12
189,0,0,CADC0872,1,330,331,7.20E-06,4.84E-10,2.20E-05,-0.8160550722,-0.5632270708,1,1,1,91,105,3.84E-13,7.27E-13,372,331,1.47E-12,1.46E-12
190,1,0,CADC0872,1,460,461,4.14E-06,4.01E-10,2.00E-05,-0.6325053763,-0.794795153,3,3,2,2,7,4.24E-12,8.62E-12,634,461,8.72E-13,8.70E-13
191,1,1,CADC0872,1,274,275,-5.35E-06,8.96E-11,9.47E-06,-0.8427519438,-0.8455014703,1,1,0,69,80,2.90E-13,7.73E-13,378,275,3.27E-13,3.26E-13
192,1,1,CADC0872,1,359,360,-1.36E-06,2.19E-10,1.48E-05,-1.426620461,-0.030396862,2,1,1,32,55,5.91E-13,1.30E-12,477,360,6.10E-13,6.09E-13
193,1,1,CADC0872,1,360,362,-2.13E-06,1.80E-10,1.34E-05,-1.278894383,0.08437391447,2,2,2,3,6,2.76E-12,5.79E-12,466,362,4.99E-13,4.96E-13
194,1,1,CADC0872,1,330,331,-2.52E-06,1.13E-10,1.06E-05,-0.9351172021,-0.447162687,1,1,1,2,2,2.12E-12,4.47E-12,438,331,3.43E-13,3.42E-13
195,1,1,CADC0872,1,306,307,5.07E-06,1.77E-10,1.33E-05,1.273149625,1.471848009,1,1,1,2,2,1.57E-11,4.20E-11,342,307,5.80E-13,5.78E-13
196,0,1,CADC0872,1,386,387,3.87E-06,8.04E-10,2.84E-05,-1.434789397,0.01363738355,1,1,1,123,132,4.81E-13,7.86E-13,536,387,2.08E-12,2.08E-12
197,1,1,CADC0872,1,359,360,-7.37E-07,4.12E-10,2.03E-05,-0.5857540253,-0.8021793183,2,2,1,1,3,1.12E-11,3.12E-11,499,360,1.15E-12,1.14E-12
198,1,0,CADC0872,1,513,515,8.14E-06,6.94E-10,2.63E-05,-0.7816365767,-0.5199306381,2,2,2,2,2,1.78E-11,5.05E-11,699,515,1.35E-12,1.35E-12
199,0,1,CADC0872,1,440,442,1.21E-06,6.51E-10,2.55E-05,-1.117548176,-0.3655591565,1,1,1,137,152,3.17E-13,6.57E-13,616,442,1.48E-12,1.47E-12
200,0,1,CADC0872,1,425,426,7.20E-06,2.74E-10,1.66E-05,-1.508276644,0.1080302129,1,1,1,132,142,3.10E-13,7.58E-13,589,426,6.45E-13,6.43E-13
201,1,1,CADC0872,1,371,372,-5.40E-06,5.60E-11,7.48E-06,-1.510655965,-0.1216109051,1,1,1,64,81,3.97E-13,9.72E-13,507,372,1.51E-13,1.50E-13
202,1,1,CADC0872,1,363,364,7.48E-06,2.83E-10,1.68E-05,-1.464532097,0.01755202943,3,2,2,3,16,2.28E-12,4.78E-12,493,364,7.81E-13,7.79E-13
203,0,1,CADC0872,1,381,381,3.71E-06,4.76E-10,2.18E-05,-1.26144543,-0.195285867,1,1,1,111,118,3.77E-13,7.42E-13,443,381,1.25E-12,1.25E-12
204,1,0,CADC0872,1,347,348,-3.69E-06,2.86E-10,1.69E-05,0.2092634389,-0.3298612649,2,2,2,1,2,2.05E-11,4.15E-11,347,348,8.23E-13,8.21E-13
205,1,1,CADC0872,1,365,366,1.20E-05,2.98E-10,1.73E-05,-0.7919961591,-0.7471344936,1,1,1,105,123,2.76E-13,6.48E-13,365,366,8.15E-13,8.13E-13
206,0,0,CADC0872,1,316,317,-1.06E-05,9.30E-11,9.64E-06,-1.357005285,-0.06251570088,1,1,1,85,100,2.82E-13,6.87E-13,316,317,2.94E-13,2.93E-13
207,1,1,CADC0872,1,387,388,-1.74E-06,1.92E-10,1.39E-05,-1.255167767,-0.2006331689,1,1,1,31,36,5.62E-13,1.24E-12,387,388,4.96E-13,4.95E-13
208,0,1,CADC0872,1,456,457,2.80E-06,2.42E-10,1.55E-05,-1.331976453,-0.1874447876,1,1,1,134,149,2.93E-13,7.17E-13,602,457,5.30E-13,5.29E-13
209,1,0,CADC0872,1,394,395,1.11E-06,4.14E-10,2.04E-05,-1.414306104,-0.004202701227,1,1,1,10,9,1.13E-12,2.14E-12,518,395,1.05E-12,1.05E-12
210,0,1,CADC0872,1,427,427,9.98E-06,5.12E-10,2.26E-05,-1.327658584,-0.1658965017,1,1,1,129,145,3.58E-13,7.52E-13,595,427,1.20E-12,1.20E-12
211,0,1,CADC0872,1,281,283,-1.71E-05,3.55E-11,5.95E-06,-0.6609700825,-0.8690961354,1,1,1,89,101,2.76E-13,7.94E-13,393,283,1.26E-13,1.25E-13
212,1,1,CADC0872,1,391,392,-3.23E-06,1.98E-10,1.41E-05,-0.7957637476,-0.8117325926,1,2,2,2,3,1.09E-11,3.13E-11,533,392,5.06E-13,5.05E-13
213,0,1,CADC0872,1,443,445,1.61E-05,6.13E-10,2.48E-05,-0.4079492594,-0.7743515937,1,1,1,136,147,3.76E-13,8.15E-13,615,445,1.38E-12,1.38E-12
214,1,1,CADC0872,1,398,400,-1.31E-06,5.87E-10,2.42E-05,-1.322076276,-0.05213935013,2,2,2,2,3,2.94E-11,8.57E-11,544,400,1.48E-12,1.47E-12
215,0,1,CADC0872,1,484,486,1.87E-06,2.64E-10,1.62E-05,-0.8110008888,-0.5788830433,1,1,1,143,154,3.05E-13,7.97E-13,658,486,5.45E-13,5.43E-13
216,0,1,CADC0872,1,369,370,4.96E-06,1.46E-10,1.21E-05,-1.351203041,-0.08359017047,1,1,1,116,124,2.56E-13,6.39E-13,459,370,3.95E-13,3.94E-13
217,0,1,CADC0872,1,353,354,-7.95E-06,9.36E-11,9.67E-06,-1.145400588,-0.2395255286,1,1,1,115,116,2.89E-13,7.81E-13,471,354,2.65E-13,2.64E-13
218,0,0,CADC0872,1,685,687,5.64E-06,4.07E-10,2.02E-05,-1.006234853,-0.6072766097,1,1,1,211,230,3.03E-13,7.79E-13,939,687,5.94E-13,5.92E-13
219,0,1,CADC0892,5,215,44,0.3608528227,0.1763189049,0.4199034471,-1.143189213,0.6792455326,1,1,1,3,6,0.005882546571,0.002133278669,1093,220,0.0008200879296,0.004007247838
220,0,1,CADC0892,5,250,52,0.3112935942,0.1912140687,0.4372803091,-0.4778971166,1.058119362,1,1,1,5,11,0.005947522849,0.001273612742,1262,260,0.0007648562748,0.003677193629
221,0,0,CADC0892,5,191,39,0.3243037282,0.1514076583,0.3891113701,-1.175040656,0.6962372893,1,1,1,1,4,0.006155141364,0.0006831611902,965,195,0.0007927102531,0.00388224765
222,0,1,CADC0892,5,227,46,0.334607637,0.2152083854,0.4639055781,-0.4392186994,1.052020046,1,1,1,2,8,0.0083020457,0.001421954745,1147,230,0.0009480545613,0.004678443161
223,0,1,CADC0892,5,186,38,0.3892984932,0.2057863431,0.4536367965,-1.137544297,0.6900828738,1,1,1,2,10,0.008598431292,0.001575501678,936,190,0.001106378189,0.005415430083
224,0,0,CADC0892,5,210,43,0.3450315763,0.1941007336,0.440568648,-0.8604123371,0.8704003472,1,1,1,2,9,0.007357487491,0.001309821665,1050,215,0.0009242892078,0.00451397055
225,0,1,CADC0892,5,210,43,0.4038187609,0.243526474,0.493484016,-0.7975440295,0.8648557654,1,1,1,3,10,0.008984784362,0.001404241951,1050,215,0.001159649876,0.005663406373
226,0,0,CADC0892,5,245,50,0.311416119,0.1514475959,0.3891626856,-0.7774550944,0.932589975,1,1,1,1,10,0.004738258985,0.0009437635269,1225,250,0.0006181534526,0.003028951918
227,0,1,CADC0892,5,230,47,0.4639485128,0.2396075155,0.4894972069,-0.9958764331,0.7228087381,1,1,1,2,10,0.006794092253,0.001336258334,1150,235,0.001041771807,0.005098032245
228,0,0,CADC0892,5,260,53,0.3814267868,0.1552225404,0.3939829189,-1.053717727,0.7518878206,1,1,1,3,11,0.003655542832,0.0008763272115,1300,265,0.0005970097708,0.002928727177
229,0,0,CADC0892,5,285,58,0.4503788086,0.2432848305,0.493239121,-0.3861002107,1.03787601,1,1,1,3,13,0.006123769968,0.00170498956,1425,290,0.0008536309843,0.004194566044
230,0,1,CADC0892,5,265,54,0.4083336352,0.171151855,0.4137050338,-0.9475500891,0.7902195809,1,1,1,4,10,0.004014300734,0.001365342231,1325,270,0.0006458560565,0.003169478796
231,0,1,CADC0892,5,216,44,0.4659003309,0.230308522,0.4799047009,-1.112573726,0.6391023247,1,1,1,3,11,0.006694748485,0.001197600826,1102,220,0.001066243157,0.005234284591
232,0,1,CADC0892,5,292,59,0.3414036744,0.2177745215,0.4666631778,-0.1655150986,1.170698295,1,1,1,1,10,0.005913930815,0.001115629675,1474,295,0.0007458031559,0.003691093585
233,0,1,CADC0892,5,232,47,0.3301816343,0.1756119009,0.4190607365,-0.868839574,0.8571443185,1,1,1,2,7,0.005583013597,0.001257790993,1172,235,0.0007569478488,0.003736423424
234,0,1,CADC0892,5,202,41,0.4446756141,0.272480119,0.5219962826,-0.9183338044,0.7681382951,1,1,1,4,8,0.0107389616,0.003529598534,1034,205,0.00134891148,0.006645856561
235,1,0,CADC0892,5,250,27,0.05147188148,0.01761069678,0.1327053005,6.167141895,2.705066236,1,1,1,1,2,0.01417642241,0.03190375276,16250,135,7.04E-05,0.000652248029
236,0,1,CADC0892,5,221,45,0.3203752489,0.1651295819,0.4063613932,-0.9329654087,0.8334046413,1,1,1,4,9,0.005642161081,0.001241883531,1111,225,0.0007471926783,0.003669546265
237,0,1,CADC0892,5,241,49,0.3455333143,0.1986541329,0.4457063303,-0.8888899229,0.8604742702,1,1,1,3,11,0.005840508684,0.001035718837,1211,245,0.0008242910077,0.004054165977
238,1,1,CADC0874,1,535,536,3.36E-06,3.42E-10,1.85E-05,-0.6667261959,-0.458399934,6,5,3,8,13,3.20E-11,7.24E-11,615,536,6.39E-13,6.38E-13
239,1,0,CADC0874,1,443,445,1.35E-05,1.36E-10,1.17E-05,-1.723559954,-0.1159155954,3,3,3,3,12,3.16E-12,6.67E-12,575,445,3.08E-13,3.06E-13
240,0,1,CADC0874,1,460,462,2.05E-05,3.55E-10,1.88E-05,-0.8800814556,-0.6115667845,1,1,1,133,143,2.60E-13,6.55E-13,616,462,7.72E-13,7.69E-13
241,1,1,CADC0874,1,535,536,4.92E-06,6.48E-10,2.55E-05,-1.143729967,-0.0780857576,2,2,2,2,2,1.30E-11,3.66E-11,701,536,1.21E-12,1.21E-12
242,0,1,CADC0874,1,636,638,-1.47E-05,2.29E-10,1.51E-05,-1.335074532,0.1736058846,1,1,1,181,194,2.48E-13,6.34E-13,888,638,3.60E-13,3.59E-13
243,1,0,CADC0874,1,625,626,-5.43E-06,1.63E-10,1.28E-05,-1.086717226,-0.3743686032,4,4,3,4,8,6.19E-12,1.59E-11,841,626,2.61E-13,2.61E-13
244,1,1,CADC0874,1,792,793,1.49E-05,1.60E-10,1.27E-05,-1.417977911,-0.2397532076,2,2,2,54,146,3.53E-13,9.10E-13,1094,793,2.02E-13,2.02E-13
245,0,1,CADC0874,1,515,516,1.32E-05,5.44E-10,2.33E-05,-0.850726399,-0.4364569455,1,1,1,138,158,3.06E-13,6.79E-13,603,516,1.06E-12,1.05E-12
246,1,1,CADC0874,1,521,522,-8.35E-06,3.76E-10,1.94E-05,-1.381801672,0.073097486,2,2,1,2,4,6.49E-12,1.31E-11,521,522,7.21E-13,7.20E-13
247,1,1,CADC0874,1,642,643,-1.74E-05,1.25E-10,1.12E-05,-0.9460466355,-0.4723292757,12,1,1,72,100,2.41E-12,6.06E-12,642,643,1.94E-13,1.94E-13
248,1,1,CADC0874,1,618,619,6.55E-06,3.53E-10,1.88E-05,-1.140642543,-0.4412526061,4,2,2,19,40,5.50E-12,1.22E-11,618,619,5.72E-13,5.71E-13
249,1,1,CADC0874,1,623,624,2.12E-05,2.64E-10,1.63E-05,-1.101530178,-0.1827180448,4,3,3,4,7,1.55E-11,4.09E-11,623,624,4.24E-13,4.24E-13
250,1,1,CADC0874,1,492,493,5.89E-06,4.25E-10,2.06E-05,-0.6444999254,0.1801441865,2,2,2,13,23,6.29E-12,1.28E-11,492,493,8.65E-13,8.63E-13
251,0,1,CADC0874,1,470,471,-7.65E-06,4.34E-10,2.08E-05,-1.429195938,0.1228749386,4,1,1,76,104,2.73E-12,6.41E-12,470,471,9.24E-13,9.22E-13
252,1,0,CADC0874,1,549,550,-1.42E-05,1.25E-10,1.12E-05,-0.6812758866,-0.5770658795,7,2,1,89,128,1.65E-12,4.35E-12,649,550,2.28E-13,2.28E-13
253,1,1,CADC0874,1,512,514,2.42E-06,1.56E-10,1.25E-05,-0.4260448386,-0.5659218445,4,2,2,42,60,2.50E-12,6.63E-12,648,514,3.05E-13,3.04E-13
254,0,1,CADC0874,1,554,555,1.33E-05,2.47E-10,1.57E-05,-1.493148585,0.008490038338,4,1,1,88,108,1.81E-12,5.23E-12,742,555,4.46E-13,4.45E-13
255,0,1,CADC0874,1,480,481,1.22E-05,5.31E-10,2.30E-05,-1.251692573,-0.12511465,1,1,1,121,137,2.27E-12,6.55E-12,666,481,1.11E-12,1.10E-12
256,1,0,CADC0874,1,469,470,-3.68E-06,3.81E-10,1.95E-05,-1.491449708,0.01257755,2,1,1,58,72,1.98E-12,5.81E-12,649,470,8.12E-13,8.10E-13
257,0,1,CADC0874,1,475,476,-1.18E-05,1.89E-10,1.37E-05,-1.412192939,0.0516669482,6,1,1,90,115,1.91E-12,5.68E-12,629,476,3.97E-13,3.97E-13
258,0,1,CADC0874,1,515,517,-8.42E-06,1.16E-10,1.07E-05,-1.236431833,-0.201064579,6,1,1,92,123,1.82E-12,5.21E-12,645,517,2.24E-13,2.23E-13
259,0,1,CADC0874,1,548,549,8.39E-06,2.52E-10,1.59E-05,-1.087196595,-0.2658652457,4,1,1,65,75,2.36E-12,6.49E-12,548,549,4.60E-13,4.59E-13
260,0,0,CADC0874,1,503,504,1.78E-05,2.91E-10,1.70E-05,-1.3672849,-0.1403079309,2,1,1,82,102,1.51E-12,3.62E-12,503,504,5.78E-13,5.77E-13
261,1,0,CADC0874,1,473,464,9.35E-06,4.82E-10,2.20E-05,-1.34093372,-0.1353300766,5,1,1,55,57,2.82E-12,6.96E-12,583,464,1.02E-12,1.04E-12
262,0,1,CADC0874,1,428,429,-2.16E-06,4.54E-10,2.13E-05,-1.390540797,0.04387797424,3,1,1,58,79,2.16E-12,5.34E-12,428,429,1.06E-12,1.06E-12
263,1,1,CADC0874,1,482,483,-1.15E-05,2.03E-10,1.42E-05,-1.239092061,-0.2168735106,12,2,1,48,81,4.20E-12,1.05E-11,482,483,4.21E-13,4.20E-13
264,1,1,CADC0874,1,471,472,-3.35E-06,1.38E-10,1.18E-05,-1.117459865,-0.3655351928,5,4,2,13,33,2.16E-12,4.67E-12,471,472,2.93E-13,2.93E-13
265,1,0,CADC0874,1,497,498,6.88E-06,2.42E-10,1.56E-05,-1.472264625,0.09883757157,2,2,2,1,3,2.15E-12,3.95E-12,597,498,4.87E-13,4.86E-13
266,0,0,CADC0874,1,456,457,1.25E-05,4.64E-10,2.16E-05,-1.404374192,-0.04252927103,1,1,1,143,155,3.32E-13,7.45E-13,638,457,1.02E-12,1.02E-12
267,0,1,CADC0874,1,459,460,3.79E-06,5.13E-10,2.26E-05,-1.463634383,-0.05179193035,1,1,1,135,153,3.33E-13,6.99E-13,643,460,1.12E-12,1.11E-12
268,0,1,CADC0874,1,425,426,-6.06E-06,2.62E-10,1.62E-05,-1.378531478,0.0383657619,1,1,1,139,149,3.33E-13,8.40E-13,589,426,6.17E-13,6.15E-13
269,1,1,CADC0874,1,439,440,-7.38E-06,1.10E-10,1.05E-05,-1.362494197,-0.175289565,2,2,2,1,4,2.91E-12,5.93E-12,511,440,2.52E-13,2.51E-13
270,1,0,CADC0874,1,483,484,-4.79E-06,1.18E-10,1.09E-05,-1.538912579,-0.05504041884,2,1,1,17,21,6.15E-13,1.60E-12,483,484,2.44E-13,2.43E-13
271,0,1,CADC0874,1,489,490,5.89E-06,2.12E-10,1.46E-05,-1.351849099,-0.04789378576,1,1,1,104,135,7.90E-13,2.23E-12,489,490,4.33E-13,4.33E-13
272,1,1,CADC0874,1,461,462,1.22E-05,3.48E-10,1.87E-05,-0.6003780646,0.2733122442,2,2,1,1,2,4.48E-11,1.34E-10,465,462,7.56E-13,7.54E-13
273,1,0,CADC0874,1,452,442,8.03E-06,4.79E-10,2.19E-05,-1.406967218,0.05643032685,2,2,2,1,4,7.60E-12,1.55E-11,564,442,1.06E-12,1.08E-12
274,0,1,CADC0874,1,415,416,1.32E-06,5.23E-10,2.29E-05,-1.455409952,0.03818745429,1,1,1,129,137,4.06E-13,8.47E-13,507,416,1.26E-12,1.26E-12
275,0,1,CADC0874,1,445,446,-5.95E-06,2.74E-10,1.65E-05,-1.396531137,-0.01892176546,1,1,1,137,145,3.40E-13,8.71E-13,617,446,6.15E-13,6.14E-13
276,1,0,CADC0874,1,437,439,-3.97E-06,1.51E-10,1.23E-05,-1.368654585,-0.166758255,2,2,1,7,24,8.94E-13,1.73E-12,591,439,3.45E-13,3.44E-13
277,0,0,CADC0874,1,475,476,1.57E-06,2.26E-10,1.50E-05,-1.485066619,0.095110664,1,1,1,140,159,2.98E-13,7.76E-13,655,476,4.77E-13,4.76E-13
278,1,0,CADC0874,1,435,437,8.27E-06,4.42E-10,2.10E-05,-1.482614485,0.03204619938,1,1,1,52,61,6.50E-13,1.34E-12,589,437,1.02E-12,1.01E-12
279,1,0,CADC0874,1,438,440,5.70E-06,5.70E-10,2.39E-05,-1.415043371,0.05227544717,2,2,2,2,2,2.08E-11,5.60E-11,610,440,1.30E-12,1.29E-12
280,1,1,CADC0874,1,415,416,-1.45E-06,3.84E-10,1.96E-05,-1.263586694,0.1967479596,1,1,1,5,3,1.55E-12,3.23E-12,539,416,9.26E-13,9.24E-13
281,0,1,CADC0874,1,417,418,-4.08E-06,1.49E-10,1.22E-05,-1.293051799,-0.1326365185,1,1,1,135,139,2.62E-13,6.78E-13,531,418,3.58E-13,3.57E-13
282,1,1,CADC0874,1,416,417,-4.02E-06,1.07E-10,1.03E-05,-1.360309693,0.08535034432,2,2,1,34,66,5.60E-13,1.26E-12,480,417,2.56E-13,2.56E-13
283,1,1,CADC0874,1,478,479,-1.30E-06,1.03E-10,1.01E-05,-0.8983877456,-0.2663212781,2,2,2,2,3,5.70E-12,1.55E-11,540,479,2.15E-13,2.14E-13
284,1,1,CADC0874,1,449,450,4.58E-06,2.30E-10,1.52E-05,-1.411475426,-0.0032655868,2,2,1,39,70,1.72E-12,4.48E-12,571,450,5.12E-13,5.11E-13
285,0,1,CADC0874,1,442,444,5.33E-06,4.02E-10,2.00E-05,-1.441283419,0.03365310316,1,1,1,115,127,8.70E-13,2.41E-12,618,444,9.09E-13,9.05E-13
286,1,1,CADC0874,1,420,411,4.55E-06,5.19E-10,2.28E-05,-1.403018875,0.1325468432,3,2,2,2,5,6.00E-12,1.20E-11,658,411,1.24E-12,1.26E-12
287,0,1,CADC0874,1,435,437,3.45E-06,4.55E-10,2.13E-05,-1.51609258,-0.008043042476,1,1,1,139,150,3.56E-13,7.92E-13,597,437,1.05E-12,1.04E-12
